id,title,description,link,image_link,availability,price,sale_price,condition,brand,mpn,identifier_exists,google_product_category,product_type,color
AG-001,Argollas Cristal Amarillo,"Argollas Cristal Amarillo de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm de Ancho y 3cm de Largo. Colección Argollas de cristal. Código AG-001.",https://karivejoyas.github.io/catalogo/p/AG-001.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-amarillo.jpg,in_stock,9990 CLP,,new,Karivé Joyas,AG-001,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Amarillo
AG-002,Argollas Luna Azul,"Argollas Luna Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm de Ancho y 3.5cm de Largo. Colección Argollas de cristal. Código AG-002.",https://karivejoyas.github.io/catalogo/p/AG-002.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-azul-rey.jpg,in_stock,9990 CLP,,new,Karivé Joyas,AG-002,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Azul
AG-003,Argollas Cristal Verde Olivo,"Argollas Cristal Verde Olivo de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm de Ancho y 3cm de Largo. Colección Argollas de cristal. Código AG-003.",https://karivejoyas.github.io/catalogo/p/AG-003.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-verde-oliva.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-003,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Verde
AG-004,Argollas Cristal Rojo,"Argollas Cristal Rojo de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm. Colección Argollas de cristal. Código AG-004.",https://karivejoyas.github.io/catalogo/p/AG-004.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-rojo.jpg,in_stock,7990 CLP,,new,Karivé Joyas,AG-004,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Rojo
AG-005,Argollas Cristal Rojo Intenso,"Argollas Cristal Rojo Intenso de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm. Colección Argollas de cristal. Código AG-005.",https://karivejoyas.github.io/catalogo/p/AG-005.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-rojo2.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-005,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Rojo
AG-006,Argollas Luna Turquesa,"Argollas Luna Turquesa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm de Ancho y 3.5cm de Largo. Colección Argollas de cristal. Código AG-006.",https://karivejoyas.github.io/catalogo/p/AG-006.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-turquesa2.jpg,in_stock,9990 CLP,,new,Karivé Joyas,AG-006,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Turquesa
AG-007,Argollas Luna Lila,"Argollas Luna Lila de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm de Ancho y 3.5cm de Largo. Colección Argollas de cristal. Código AG-007.",https://karivejoyas.github.io/catalogo/p/AG-007.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-lila.jpg,in_stock,9990 CLP,,new,Karivé Joyas,AG-007,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Lila
AG-008,Argollas Luna Negra,"Argollas Luna Negra de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm de Ancho y 3.5cm de Largo. Colección Argollas de cristal. Código AG-008.",https://karivejoyas.github.io/catalogo/p/AG-008.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-negro.jpg,in_stock,9990 CLP,,new,Karivé Joyas,AG-008,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Negro
AG-009,Argollas Cristal Multicolor,"Argollas Cristal Multicolor de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm. Colección Argollas de cristal. Código AG-009.",https://karivejoyas.github.io/catalogo/p/AG-009.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-multicolor.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-009,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Multicolor
AG-010,Argollas Cristal Transparente,"Argollas Cristal Transparente de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3.5cm. Colección Argollas de cristal. Código AG-010.",https://karivejoyas.github.io/catalogo/p/AG-010.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-transparente.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-010,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Transparente
AG-011,Argollas Mostacillas,"Argollas Mostacillas de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm. Colección Argollas de cristal. Código AG-011.",https://karivejoyas.github.io/catalogo/p/AG-011.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-pave.jpg,in_stock,8990 CLP,,new,Karivé Joyas,AG-011,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,
AG-012,Argollas Cristal Turquesa,"Argollas Cristal Turquesa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-012.",https://karivejoyas.github.io/catalogo/p/AG-012.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-012.jpg,out_of_stock,6990 CLP,,new,Karivé Joyas,AG-012,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Turquesa
AG-013,Argollas Abanico Negro,"Argollas Abanico Negro de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 7cm. Colección Argollas de cristal. Código AG-013.",https://karivejoyas.github.io/catalogo/p/AG-013.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-negro-abanico.jpg,in_stock,12990 CLP,,new,Karivé Joyas,AG-013,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Negro
AG-014,Argolla Cristal Aurora Azul,"Argolla Cristal Aurora Azul de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-014.",https://karivejoyas.github.io/catalogo/p/AG-014.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-014.jpg,out_of_stock,8990 CLP,,new,Karivé Joyas,AG-014,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Azul
AG-015,Argollas Mandala Dorado,"Argollas Mandala Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Tejido a mano · dorado. Colección Argollas de cristal. Código AG-015.",https://karivejoyas.github.io/catalogo/p/AG-015.html,https://karivejoyas.github.io/catalogo/assets/productos/argollas-mandala-dorado.jpg,in_stock,12990 CLP,,new,Karivé Joyas,AG-015,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Dorado
AG-016,Argolla Cristal Aurora Blanco,"Argolla Cristal Aurora Blanco de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-016.",https://karivejoyas.github.io/catalogo/p/AG-016.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-016.jpg,out_of_stock,8990 CLP,,new,Karivé Joyas,AG-016,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Blanco
AG-017,Argolla Cristal Aurora Dorado,"Argolla Cristal Aurora Dorado de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-017.",https://karivejoyas.github.io/catalogo/p/AG-017.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-017.jpg,out_of_stock,8990 CLP,,new,Karivé Joyas,AG-017,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Dorado
AG-018,Argolla Cristal Aurora Rosa,"Argolla Cristal Aurora Rosa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-018.",https://karivejoyas.github.io/catalogo/p/AG-018.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-018.jpg,out_of_stock,8990 CLP,,new,Karivé Joyas,AG-018,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Rosa
AG-019,Argollas Cristal Rosa,"Argollas Cristal Rosa de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-019.",https://karivejoyas.github.io/catalogo/p/AG-019.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-019.jpg,out_of_stock,6990 CLP,,new,Karivé Joyas,AG-019,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Rosa
AG-020,Argollas Mandala Estrella,"Argollas Mandala Estrella de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 4cm de alto y de ancho 3cm. Colección Argollas de cristal. Código AG-020.",https://karivejoyas.github.io/catalogo/p/AG-020.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-020.jpg,out_of_stock,12990 CLP,,new,Karivé Joyas,AG-020,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,
AG-021,Argollas Cristal Verde,"Argollas Cristal Verde de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Argollas de cristal. Código AG-021.",https://karivejoyas.github.io/catalogo/p/AG-021.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-021.jpg,in_stock,4990 CLP,,new,Karivé Joyas,AG-021,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Verde
AG-022,Argollas Cristal Naranja,"Argollas Cristal Naranja de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-022.",https://karivejoyas.github.io/catalogo/p/AG-022.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-022.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-022,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Naranjo
AG-023,Argollas Cristal Negro,"Argollas Cristal Negro de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Argollas de cristal. Código AG-023.",https://karivejoyas.github.io/catalogo/p/AG-023.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-023.jpg,in_stock,4990 CLP,,new,Karivé Joyas,AG-023,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Negro
AG-024,Argollas Cristal Celeste,"Argollas Cristal Celeste de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Argollas de cristal. Código AG-024.",https://karivejoyas.github.io/catalogo/p/AG-024.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-024.jpg,in_stock,4990 CLP,,new,Karivé Joyas,AG-024,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Celeste
AG-025,Argollas Cristal Jade Verde,"Argollas Cristal Jade Verde de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-025.",https://karivejoyas.github.io/catalogo/p/AG-025.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-025.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-025,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Verde
AG-026,Argollas Cristal Lila,"Argollas Cristal Lila de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 3cm. Colección Argollas de cristal. Código AG-026.",https://karivejoyas.github.io/catalogo/p/AG-026.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-026.jpg,in_stock,6990 CLP,,new,Karivé Joyas,AG-026,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Lila
AG-027,Argollas Cristal Gris Humo,"Argollas Cristal Gris Humo de Karivé Joyas. Aros artesanales hechos a mano en Chile, en acero quirúrgico. Medida Aprox. 2.5cm. Colección Argollas de cristal. Código AG-027.",https://karivejoyas.github.io/catalogo/p/AG-027.html,https://karivejoyas.github.io/catalogo/assets/productos/AG-027.jpg,in_stock,4990 CLP,,new,Karivé Joyas,AG-027,no,Apparel & Accessories > Jewelry > Earrings,Argollas de cristal,Gris
